10;50;1;1024;0.010218888888889
10;50;1;2048;0.013063333333333
10;50;1;4096;0.019228888888889
10;50;1;8192;0.031326666666667
10;50;3;1024;0.038547777777778
10;50;3;2048;0.04167
10;50;3;4096;0.049293333333333
10;50;3;8192;0.07
10;50;4;1024;0.06072
10;50;4;2048;0.064048888888889
10;50;4;4096;0.073025555555556
10;50;4;8192;0.093917777777778
10;50;5;1024;0.114458888888889
10;50;5;2048;0.119196666666667
10;50;5;4096;0.126575555555556
10;50;5;8192;0.159355555555556
10;50;6;1024;0.173892222222222
10;50;6;2048;0.177931111111111
10;50;6;4096;0.187377777777778
10;50;6;8192;0.241744444444444
10;50;7;1024;0.271341111111111
10;50;7;2048;0.277518888888889
10;50;7;4096;0.287131111111111
10;50;7;8192;0.357711111111111
